Lap Dist,Steering Pos,Throttle Pos,Ground Speed,G Force Lat,G Force Vert,label
900.1508,-6.1333427,100.0,236.79515,-0.18399318,0.33538505,0
900.3134,-6.111144,100.0,236.80872,-0.18380184,0.3299929,0
900.7997,-6.044779,100.0,236.84929,-0.18322985,0.31387255,0
901.4485,-5.976646,100.0,236.9082,-0.1824665,0.29236,0
901.61285,-5.937689,100.0,236.92169,-0.18227318,0.28691167,0
902.09735,-5.8228264,100.0,236.96146,-0.18170318,0.2708475,0
902.7462,-5.7639337,100.0,237.01282,-0.18093984,0.24933498,0
902.91223,-5.7681184,100.0,237.0271,-0.18074451,0.24383046,0
903.3951,-5.7802887,100.0,237.06865,-0.1801765,0.22782245,0
904.04395,-5.737619,100.0,237.12894,-0.17941317,0.20630993,0
904.2117,-5.7453914,100.0,237.1435,-0.17921586,0.20074925,0
904.6928,-5.7676888,100.0,237.18527,-0.17864983,0.1847974,0
905.3417,-5.9718413,100.0,237.23454,-0.1778865,0.16328488,0
905.51105,-5.9777303,100.0,237.24884,-0.1776872,0.15766804,0
905.99054,-5.9943967,100.0,237.28932,-0.17712316,0.14177237,0
906.5369,-5.966757,100.0,237.33362,-0.17648035,0.12365656,0
906.6401,-5.9615746,100.0,237.34192,-0.17609574,0.12664945,0
906.81244,-5.9758477,100.0,237.35545,-0.1754534,0.13164803,0
907.2936,-6.0157003,100.0,237.39325,-0.17365989,0.14560445,0
907.947,-6.002664,100.0,237.4442,-0.17122404,0.16455942,0
908.1211,-5.9838934,100.0,237.45738,-0.17057532,0.16960749,0
908.6005,-5.9321814,100.0,237.49368,-0.1687882,0.18351442,0
909.25397,-5.9666014,100.0,237.53838,-0.16635233,0.20246941,0
909.42975,-5.9641466,100.0,237.5519,-0.16569726,0.20756696,0
909.9075,-5.957473,100.0,237.58864,-0.16391648,0.22142439,0
910.5609,-5.8262444,100.0,237.6378,-0.16148064,0.24037938,0
910.7384,-5.8136153,100.0,237.65202,-0.1608192,0.24552642,0
911.2144,-5.779736,100.0,237.69019,-0.15904477,0.25933436,0
911.86786,-5.7367053,100.0,237.74362,-0.15660892,0.27828935,0
912.04706,-5.6929383,100.0,237.75731,-0.15594113,0.2834859,0
912.52136,-5.5770607,100.0,237.79356,-0.15417308,0.29724434,0
913.13184,-5.516223,100.0,237.84085,-0.15189748,0.31495228,0
913.17584,-5.5119386,100.0,237.84418,-0.15206315,0.31695053,0
913.361,-5.5033,100.0,237.85596,-0.15276006,0.32535672,0
913.84485,-5.4807262,100.0,237.88672,-0.15458123,0.34732383,0
914.5138,-5.310906,100.0,237.93622,-0.15709934,0.37769714,0
914.7007,-5.2462726,100.0,237.95,-0.15780282,0.38618264,0
915.1828,-5.079554,100.0,237.98552,-0.15961742,0.40807045,0
915.85175,-4.867384,100.0,238.03111,-0.16213553,0.43844375,0
916.0404,-4.7627935,100.0,238.04523,-0.16284558,0.44700855,0
916.52075,-4.4964757,100.0,238.08116,-0.16465361,0.46881706,0
917.1897,-4.1109114,100.0,238.1268,-0.16717172,0.4991904,0
917.3801,-4.033812,100.0,238.14066,-0.16788836,0.5078345,0
917.8587,-3.8400028,100.0,238.17548,-0.1696898,0.52956367,0
918.52765,-3.5009618,100.0,238.23148,-0.1722079,0.559937,0
918.7198,-3.3872464,100.0,238.24667,-0.17293112,0.5686604,0
919.19666,-3.1050258,100.0,238.28438,-0.174726,0.5903103,0
919.86566,-2.962598,100.0,238.33263,-0.1772441,0.6206836,0
919.88324,-2.9573205,100.0,238.33406,-0.17731036,0.6214829,0
920.05853,-2.9044745,100.0,238.34846,-0.17654875,0.63920695,0
920.53107,-2.7620456,100.0,238.38728,-0.17449605,0.68697625,0
921.1964,-2.3862875,100.0,238.4478,-0.17160568,0.75423974,0
921.391,-2.3215024,100.0,238.45996,-0.17076044,0.7739095,0
921.86176,-2.164746,100.0,238.48941,-0.1687153,0.8215032,0
922.5271,-2.0360553,100.0,238.54272,-0.16582492,0.8887667,0
922.7234,-1.9555744,100.0,238.55392,-0.16497214,0.908612,0
923.19244,-1.7632747,100.0,238.5807,-0.16293454,0.95603013,0
923.8578,-1.6390678,100.0,238.63844,-0.16004416,1.0232936,0
924.05585,-1.6687434,100.0,238.64458,-0.15918384,1.0433146,0
924.52313,-1.7387675,100.0,238.65904,-0.15715379,1.0905571,0
925.1885,-1.4870986,100.0,238.69733,-0.1542634,1.1578206,0
925.38824,-1.4969699,100.0,238.70555,-0.15339553,1.1780171,0
925.8538,-1.5199746,100.0,238.7247,-0.15137303,1.225084,0
926.51917,-1.4745166,100.0,238.75563,-0.14848265,1.2923474,0
926.59796,-1.4544392,100.0,238.76166,-0.14814037,1.3003129,0
926.72003,-1.4231666,100.0,238.77104,-0.14337248,1.2742985,0
927.18134,-1.3049732,100.0,238.80653,-0.12535237,1.175978,0
927.843,-1.5006502,100.0,238.85248,-0.09950328,1.0349412,0
928.04517,-1.5382127,100.0,238.87099,-0.09160682,0.99185693,0
