Lap Dist,Steering Pos,Throttle Pos,Ground Speed,G Force Lat,G Force Vert,label
900.07446,-6.358858,100.0,236.37877,-0.1745861,0.19347557,0
900.71674,-6.369792,100.0,236.43298,-0.17597257,0.20088689,0
900.8027,-6.3686666,100.0,236.44087,-0.176158,0.20187807,0
901.3591,-6.3613763,100.0,236.492,-0.17735904,0.20829822,0
902.00134,-6.313482,100.0,236.54527,-0.17874552,0.21570954,0
902.0892,-6.3208528,100.0,236.5531,-0.17893516,0.21672325,0
902.6436,-6.367372,100.0,236.60254,-0.180132,0.22312087,0
902.8017,-6.3898997,100.0,236.61502,-0.18047328,0.22494519,0
903.2883,-6.4588914,100.0,236.65323,-0.17873691,0.22530064,0
903.3786,-6.4605417,100.0,236.6608,-0.17841485,0.22536656,0
903.9339,-6.4706945,100.0,236.70732,-0.17643355,0.22577216,0
904.57947,-6.506399,100.0,236.76689,-0.17413019,0.22624366,0
904.6717,-6.535682,100.0,236.77397,-0.17380114,0.22631103,0
905.22504,-6.711381,100.0,236.8165,-0.17182682,0.22671518,0
905.8706,-6.82244,100.0,236.86766,-0.16952346,0.2271867,0
905.9648,-6.828507,100.0,236.87541,-0.16918741,0.22725548,0
906.5162,-6.864023,100.0,236.9208,-0.16722012,0.22765821,0
907.1617,-6.950891,100.0,236.96605,-0.16491675,0.22812971,0
907.2579,-6.94546,100.0,236.97383,-0.1645737,0.22819994,0
907.80725,-6.914424,100.0,237.01834,-0.16261339,0.22860123,0
908.4528,-6.8391113,100.0,237.06665,-0.16031003,0.22907275,0
908.55096,-6.845494,100.0,237.07329,-0.15995997,0.22914441,0
909.0984,-6.8811083,100.0,237.11029,-0.15800667,0.22954427,0
909.3467,-6.863729,100.0,237.1286,-0.15712076,0.22972561,0
909.74756,-6.8359227,100.0,237.15791,-0.1577692,0.238145,0
909.8486,-6.817721,100.0,237.16534,-0.15793255,0.24026583,0
910.39905,-6.718502,100.0,237.20584,-0.15882294,0.25182647,0
911.05054,-6.69808,100.0,237.25462,-0.15987666,0.26550794,0
911.1535,-6.685123,100.0,237.26219,-0.1600432,0.26767036,0
911.70197,-6.616101,100.0,237.3025,-0.16093038,0.27918944,0
912.35345,-6.4921474,100.0,237.3546,-0.1619841,0.2928709,0
912.4584,-6.4943333,100.0,237.36252,-0.16215385,0.2950749,0
913.0049,-6.505717,100.0,237.40376,-0.16303782,0.30655238,0
913.6564,-6.520605,100.0,237.44917,-0.16409156,0.32023388,0
913.7633,-6.50288,100.0,237.45656,-0.1642645,0.32247946,0
914.30786,-6.412615,100.0,237.49413,-0.16514528,0.33391535,0
914.9593,-6.371955,100.0,237.53955,-0.166199,0.34759682,0
915.06824,-6.3559074,100.0,237.54677,-0.16637515,0.349884,0
915.6108,-6.2759624,100.0,237.58273,-0.16725272,0.36127833,0
915.95154,-6.120583,100.0,237.60684,-0.1678039,0.3684348,0
916.2651,-5.978914,100.0,237.62881,-0.16708651,0.377259,0
916.37695,-5.939206,100.0,237.63689,-0.16683048,0.38040832,0
916.9224,-5.7456326,100.0,237.67622,-0.16558233,0.39576134,0
917.57983,-5.5395474,100.0,237.72336,-0.16407815,0.4142637,0
917.6937,-5.4739976,100.0,237.73181,-0.16381754,0.41746926,0
918.2372,-5.1611977,100.0,237.77217,-0.16257396,0.43276605,0
918.8946,-4.731983,100.0,237.81845,-0.16106978,0.4512684,0
919.0105,-4.679477,100.0,237.8271,-0.1608046,0.4545302,0
919.552,-4.4341474,100.0,237.86752,-0.15956558,0.46977076,0
920.20935,-4.0354753,100.0,237.91803,-0.1580614,0.4882731,0
920.3273,-3.960434,100.0,237.9266,-0.15779166,0.49159116,0
920.86676,-3.617025,100.0,237.96588,-0.15655722,0.5067755,0
921.5241,-3.4126084,100.0,238.02054,-0.15505303,0.52527785,0
921.64404,-3.3567543,100.0,238.02802,-0.1547787,0.52865213,0
922.1815,-3.1063416,100.0,238.06157,-0.15354884,0.5437802,0
922.6164,-2.8552969,100.0,238.09613,-0.15255377,0.5560202,0
922.8411,-2.7268553,100.0,238.11382,-0.15137562,0.5850594,0
922.96423,-2.6850708,100.0,238.12193,-0.15073022,0.60096717,0
923.50507,-2.5014927,100.0,238.15756,-0.14789473,0.670857,0
924.169,-2.3077955,100.0,238.21019,-0.14441383,0.7566546,0
924.2941,-2.2356734,100.0,238.21664,-0.14375786,0.77282315,0
924.83295,-1.9250834,100.0,238.24446,-0.14093293,0.8424522,0
925.49695,-1.7586098,100.0,238.27336,-0.13745205,0.92824984,0
925.6241,-1.7847898,100.0,238.28065,-0.13678549,0.9446792,0
926.1609,-1.8953274,100.0,238.31148,-0.13397115,1.0140475,0
926.8248,-1.5338278,100.0,238.34093,-0.13049026,1.099845,0
926.954,-1.4788561,100.0,238.34935,-0.12981312,1.1165352,0
927.4888,-1.2512391,100.0,238.38425,-0.12700936,1.1856427,0
928.1527,-1.4359808,100.0,238.43211,-0.12352847,1.2714403,0
928.2839,-1.3936394,100.0,238.44116,-0.122840755,1.2883912,0
928.81665,-1.2216681,100.0,238.47792,-0.12004758,1.3572379,0
929.34784,-1.18107,100.0,238.54237,-0.11726286,1.425876,0
929.47876,-1.1709205,100.0,238.55849,-0.123175465,1.3983718,0
