Lap Dist,Steering Pos,Throttle Pos,Ground Speed,G Force Lat,G Force Vert,label
900.6276,-5.379878,100.0,236.99911,-0.1770366,0.24571088,0
901.2815,-5.454606,100.0,237.05684,-0.18067792,0.22761102,0
901.93536,-5.533893,100.0,237.11493,-0.18431924,0.20951116,0
902.58923,-5.5468493,100.0,237.17247,-0.18796057,0.1914113,0
903.2431,-5.585627,100.0,237.23103,-0.19160189,0.17331144,0
903.897,-5.643414,100.0,237.29088,-0.1952432,0.15521158,0
904.55084,-5.6419463,100.0,237.34715,-0.19888452,0.13711172,0
905.2047,-5.693565,100.0,237.40758,-0.20252584,0.11901187,0
905.2386,-5.702256,100.0,237.41035,-0.20271465,0.11807336,0
905.8626,-5.8611865,100.0,237.46117,-0.19995312,0.1347579,0
906.5208,-5.914101,100.0,237.51112,-0.19704057,0.1523549,0
907.179,-5.911406,100.0,237.56543,-0.19412804,0.16995189,0
907.83716,-5.9517627,100.0,237.61617,-0.19121549,0.18754888,0
908.49536,-5.920503,100.0,237.66891,-0.18830293,0.20514585,0
909.15356,-5.887841,100.0,237.7233,-0.18539038,0.22274284,0
909.8117,-5.950062,100.0,237.77115,-0.18247785,0.24033983,0
910.4699,-5.9370594,100.0,237.8198,-0.1795653,0.2579368,0
911.12805,-5.8767166,100.0,237.8694,-0.17665274,0.2755338,0
911.78625,-5.888928,100.0,237.92224,-0.17374021,0.2931308,0
911.83014,-5.8886905,100.0,237.92561,-0.17354603,0.29430392,0
912.4503,-5.8853655,100.0,237.97275,-0.17410979,0.3279197,0
913.11487,-5.836995,100.0,238.02112,-0.1747138,0.36393657,0
913.77936,-5.9038835,100.0,238.07047,-0.17531782,0.39995345,0
914.44385,-5.9749494,100.0,238.11642,-0.17592186,0.43597034,0
915.10834,-5.943825,100.0,238.16014,-0.17652588,0.47198722,0
915.7728,-5.9047155,100.0,238.21153,-0.1771299,0.5080041,0
916.4373,-5.830429,100.0,238.25482,-0.17773391,0.544021,0
917.10187,-5.669393,100.0,238.3,-0.17833795,0.5800379,0
917.76636,-5.5549264,100.0,238.34546,-0.17894197,0.6160548,0
918.43085,-5.4923024,100.0,238.39539,-0.17954598,0.65207165,0
918.485,-5.47614,100.0,238.39912,-0.1795952,0.65500635,0
919.10724,-5.2939453,100.0,238.44118,-0.17801002,0.65662575,0
919.7847,-5.136016,100.0,238.48601,-0.17628421,0.6583888,0
920.46216,-5.120164,100.0,238.53917,-0.17455839,0.66015184,0
921.13965,-4.9997387,100.0,238.58696,-0.17283258,0.6619149,0
921.8171,-4.8930073,100.0,238.6366,-0.17110677,0.66367793,0
922.49457,-4.8274536,100.0,238.68002,-0.16938096,0.665441,0
923.172,-4.6601367,100.0,238.72345,-0.16765514,0.667204,0
923.8495,-4.3363853,100.0,238.76466,-0.16592933,0.66896707,0
924.527,-4.099679,100.0,238.81183,-0.16420352,0.6707302,0
925.2044,-3.7506661,100.0,238.85515,-0.16247772,0.6724932,0
925.26965,-3.712273,100.0,238.85754,-0.16231152,0.672663,0
925.87225,-3.3519678,100.0,238.88005,-0.1738429,0.67453086,0
926.5391,-3.154105,100.0,238.91873,-0.18660305,0.67659783,0
927.20593,-2.9144387,100.0,238.95638,-0.1993632,0.67866474,0
927.87274,-2.534143,100.0,238.99345,-0.21212335,0.68073165,0
928.5396,-2.4804723,100.0,239.05084,-0.2248835,0.6827986,0
929.2064,-2.3826995,100.0,239.10612,-0.23764363,0.68486553,0
929.8732,-2.368242,100.0,239.16661,-0.2504038,0.6869325,0
930.54004,-2.833001,100.0,239.20755,-0.26316392,0.6889994,0
931.2069,-3.2976308,100.0,239.25658,-0.27592406,0.6910664,0
931.8737,-3.69279,100.0,239.31102,-0.28868422,0.6931333,0
931.9478,-3.7332873,100.0,239.3169,-0.290102,0.69336295,0
932.53876,-4.057266,100.0,239.36386,-0.27212447,0.6974845,0
933.2036,-4.280237,100.0,239.42596,-0.25189972,0.7021212,0
933.86847,-4.3128743,100.0,239.4594,-0.23167498,0.7067579,0
934.53326,-4.177119,100.0,239.52353,-0.21145023,0.7113946,0
935.1981,-4.0777783,100.0,239.55992,-0.1912255,0.7160313,0
935.863,-3.8711674,100.0,239.58578,-0.17100076,0.720668,0
936.5278,-3.6650453,100.0,239.62996,-0.15077603,0.7253047,0
937.1926,-3.426754,100.0,239.6555,-0.13055128,0.7299414,0
937.8575,-3.0598755,100.0,239.69238,-0.11032654,0.73457813,0
938.5223,-2.59117,100.0,239.72968,-0.0901018,0.73921484,0
938.606,-2.5374672,100.0,239.73184,-0.087554984,0.7397987,0
939.1918,-2.1647058,100.0,239.74684,-0.08678226,0.7046821,0
939.86194,-1.9180696,100.0,239.80472,-0.08589821,0.6645064,0
